,date,symbol,close,daily_bias,daily_bias_pct,bb_position,bb_pct,position_state,vol_state,bb_width_pctl,bb_squeezing,wr_value,wr_in_momentum,wr_trend,wr_phase,wr_bars_since_cross50,entry_valid,adv_cr,mfi_value,mfi_state,mfi_diverge,mfi_reliable,momentum_pass,full_entry,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d,fwd_max_dd_5d,fwd_max_up_5d
10,2021-12-14,SYN000,2178.0430455686883,BEARISH,-6.7422807680332735,near_lower,-0.3762030423398291,MID_BAND_BROKEN,NORMAL,49.0,False,-73.49813333429088,False,falling,NONE,20,False,2731.2,36.86,FALLING,False,False,False,False,-1.8159795487369124,-2.902575502109672,1.7676967375456654,-2.4555509517988128,-3.679627062545676,-3.7781202461128593,1.7676967375456654
11,2021-12-21,SYN000,2216.5442414275462,BEARISH,-2.4774525729848547,below_mid,0.23007161476149457,MID_BAND_BROKEN,NORMAL,73.0,False,-64.08355450179278,False,rising,NONE,25,False,3118.85,55.3,RISING,False,False,False,False,-2.6126071855591904,-3.776965123106668,-4.149890215395214,-9.046555507498944,-8.769916517766319,-4.712584065595937,-2.6126071855591904
12,2021-12-28,SYN000,2124.5600888326385,BEARISH,-3.9959977573634444,below_mid,0.03701848752124228,MID_BAND_BROKEN,NORMAL,59.0,False,-86.57615600746927,False,falling,NONE,30,False,3315.28,39.22,FALLING,False,False,False,False,-1.5291999727224392,-2.6907853434848583,-5.108669466427907,-1.254890588537727,2.120611633035674,-5.108669466427907,-1.5291999727224392
13,2022-01-04,SYN000,2016.0233362785318,BEARISH,-5.8948167112565235,near_lower,-0.4808045736025631,MID_BAND_BROKEN,NORMAL,25.0,False,-96.94688090081604,False,falling,NONE,35,False,3230.5,39.23,FALLING,False,False,False,False,0.9947301190557756,2.1851521164750753,4.061254970523076,0.30415449494651803,6.82117030030478,0.9947301190557756,5.43657452016677
14,2022-01-11,SYN000,2097.899184230049,BEARISH,-0.386796637356768,below_mid,0.41892879217153794,MID_BAND_BROKEN,SQUEEZE,12.0,True,-79.78791603223318,False,falling,NONE,40,False,3535.72,31.03,FALLING,True,False,False,False,-0.12821025056792834,-2.0737149303439173,-3.6104700799935663,3.418399393845406,-3.922948578988761,-3.6104700799935663,-0.12821025056792834
15,2022-01-18,SYN000,2022.1551618749938,BEARISH,-2.903405924053077,near_lower,-0.22772825191870003,MID_BAND_BROKEN,SQUEEZE,0.0,True,-95.66181598091106,False,falling,NONE,45,False,3409.12,24.16,WEAK,False,False,False,False,0.510323917455513,-0.2580751410690918,7.292150381553086,6.497254114919615,7.005910409075855,-0.2580751410690918,7.292150381553086
16,2022-01-25,SYN000,2169.6137572272564,BULLISH,5.168321864868426,above_upper,1.8064533717904618,RIDING_UPPER,SQUEEZE,4.0,True,-64.70007701877589,False,rising,NONE,99,False,3090.66,31.42,FALLING,False,False,False,False,-2.383854089918247,-0.40092185320629303,-0.7408708501103201,-7.09868651600023,8.55847139481174,-2.383854089918247,3.2996325784690805
17,2022-02-01,SYN000,2153.5397213399765,BULLISH,3.1309870829363255,above_upper,1.0033629134940405,RIDING_UPPER,NORMAL,35.0,False,-66.98813512581101,False,falling,NONE,3,False,2724.88,33.55,FALLING,False,False,False,False,-2.4676006125146865,1.4045351078912693,-6.405270447506217,0.47762385836478405,19.400131595644645,-6.405270447506217,1.4045351078912693
18,2022-02-08,SYN000,2015.5996779936793,BEARISH,-4.027902308351152,near_lower,-0.10986953320937791,MID_BAND_BROKEN,NORMAL,39.0,False,-95.1953873790582,False,falling,NONE,8,False,2107.96,41.13,FALLING,False,False,False,False,-1.2713680011972595,-0.8499498319876619,7.353933644319843,16.853537720442002,31.903208345347124,-1.2713680011972595,7.353933644319843
19,2022-02-15,SYN000,2163.825540848459,BULLISH,3.2495366701358974,riding,0.932199619331814,CONSOLIDATING,NORMAL,45.0,False,-43.836987084816364,False,rising,NONE,0,False,1976.27,45.14,NEUTRAL,False,False,False,False,1.2526851579690135,3.454618448684199,8.848864455769112,18.83255894262923,19.36047649183528,1.2526851579690135,8.848864455769112
20,2022-02-22,SYN000,2355.2995300174516,BULLISH,9.619495046473784,above_upper,1.5051688736413322,RIDING_UPPER,EXPANDED,89.0,False,-4.048426658807764,True,rising,DEVELOPING,5,True,1806.65,68.21,RISING,False,False,True,True,2.267336592668623,8.607756931658471,9.172070408614164,12.879088574031572,0.4699050667040572,2.267336592668623,9.172070408614164
21,2022-03-01,SYN000,2571.3292612444106,BULLISH,14.949170234023274,above_upper,1.3399350324324844,RIDING_UPPER,EXPANDED,99.0,False,-2.755670315940047,True,rising,DEVELOPING,10,True,2608.25,60.3,RISING,False,False,True,True,3.4390925912924253,8.380029573147429,3.395573750266556,0.44425328706496625,-1.9128205232878281,3.395573750266556,8.380029573147429
22,2022-03-08,SYN000,2658.6406426721487,BULLISH,11.525652635266807,above_upper,1.0150232202375185,RIDING_UPPER,EXPANDED,98.0,False,-16.09696164660222,True,falling,LATE,15,True,2780.05,53.99,NEUTRAL,False,False,True,True,-1.649678767173668,-5.106670102856592,-2.854397297828215,-10.99334133902843,-5.880038855037817,-6.341771718414623,-1.649678767173668
23,2022-03-15,SYN000,2582.752476008752,BULLISH,2.882614293996388,riding,0.7114801858552545,RIDING_UPPER,EXPANDED,87.0,False,-25.4898744244749,False,rising,NONE,20,False,2711.5,38.94,FALLING,False,False,False,False,-3.908180562213215,-2.3738535877957045,-8.37808795746785,-2.3466487461620944,3.5626487946593954,-8.37808795746785,0.6142105889964
24,2022-03-22,SYN000,2366.36720184506,BEARISH,-7.692738799052461,near_lower,-0.4171616854015713,MID_BAND_BROKEN,NORMAL,43.0,False,-52.27254814026996,False,falling,NONE,25,False,2661.95,41.28,FALLING,False,False,False,False,5.905987468768004,7.472532544842436,6.5829658832113,5.744853880502698,16.47215850946089,5.777495258687249,7.472532544842436
25,2022-03-29,SYN000,2522.1443474140224,BEARISH,-1.592912104054385,below_mid,0.3032795263965166,MID_BAND_BROKEN,NORMAL,47.0,False,-32.991529696310245,False,flat,NONE,4,False,2020.71,34.43,FALLING,False,False,False,False,-1.5311596100130664,0.09643667452041704,-0.786347045011826,6.051300303520568,6.63429753454674,-1.5311596100130664,5.181104034663742
26,2022-04-05,SYN000,2502.3115398671994,BEARISH,-0.6511930794041282,below_mid,0.3696479346698195,MID_BAND_BROKEN,SQUEEZE,13.0,True,-35.44629754244793,False,falling,NONE,9,False,2334.33,26.25,WEAK,False,False,False,False,4.8755094828541345,5.3653689883709,6.891841137665322,10.144516953118687,11.372647715853713,3.6186133152772193,6.891841137665322
27,2022-04-12,SYN000,2674.766875964314,BULLISH,5.2144420213938805,above_upper,1.311869583395155,RIDING_UPPER,NORMAL,33.0,False,-14.100967944174386,True,rising,LATE,14,True,2433.03,33.61,FALLING,False,False,True,True,0.6930549781367867,-2.9271680054326454,3.0429598562758953,0.5497313369639212,3.252953304036188,-3.9823175574763114,3.0429598562758953
28,2022-04-19,SYN000,2756.1589582488728,BULLISH,6.5192302717785395,above_upper,1.5307717352991344,RIDING_UPPER,NORMAL,33.0,False,-4.026818530349547,True,rising,LATE,19,True,2416.29,52.66,NEUTRAL,False,False,True,True,-1.8973261446446732,-6.810741315405089,-2.41960103124903,1.1150176120503286,-1.272752003509714,-6.810741315405089,2.3673913155443094
29,2022-04-26,SYN000,2689.4709076722206,BULLISH,2.4108789723367616,riding,0.8528001936954527,FIRST_DIP,NORMAL,43.0,False,-22.896657710587768,False,falling,NONE,24,False,3020.04,38.04,FALLING,False,False,False,False,-2.5507270615463873,-1.7660393440597,3.6222629551158736,2.688442754772935,1.8474119624896534,-2.5507270615463873,3.6222629551158736
30,2022-05-03,SYN000,2786.8906160494503,BULLISH,4.769847390940968,above_upper,1.4174112599320365,RIDING_UPPER,SQUEEZE,15.0,True,-11.369774036817672,True,rising,LATE,29,True,2927.92,29.14,WEAK,True,False,True,True,-2.5825828706583898,-5.006305338532857,-0.9011771927307066,-2.3614391531050494,-6.893225425925664,-5.006305338532857,-0.9011771927307066
31,2022-05-10,SYN000,2761.7757934312604,BULLISH,3.2207328095189185,above_upper,1.1058375024689953,RIDING_UPPER,SQUEEZE,20.0,True,-16.577827753317493,True,rising,LATE,34,True,3330.31,30.42,FALLING,False,False,True,True,0.9810715240403445,1.6893456257223383,-1.4735411773904916,-0.8190121202750422,-11.204473202325339,-1.4735411773904916,1.6893456257223383
32,2022-05-17,SYN000,2721.079889887848,BULLISH,0.5688008651271007,riding,0.5997779544369324,FIRST_DIP,NORMAL,32.0,False,-25.016925847607066,False,falling,NONE,39,False,3924.14,54.12,NEUTRAL,False,False,False,False,-2.8719508297157414,-2.9517346549246315,0.6643180572376783,-4.641389870470148,-9.230712439507293,-2.9517346549246315,0.6643180572376783
33,2022-05-24,SYN000,2739.1565149482362,BULLISH,1.3013644209488857,riding,0.7684648115233753,CONSOLIDATING,SQUEEZE,12.0,True,-21.268381183017503,False,rising,NONE,44,False,3718.73,57.97,RISING,False,False,False,False,-1.6410606912164893,-1.7915522039330556,-5.270693757336142,-10.471221656558383,-11.306465485765738,-5.270693757336142,-1.6410606912164893
34,2022-05-31,SYN000,2594.783963511193,BEARISH,-3.9710918572624196,near_lower,-0.3703079706954875,MID_BAND_BROKEN,SQUEEZE,9.0,True,-68.29356153458217,False,falling,NONE,99,False,3867.57,41.45,FALLING,False,False,False,False,1.3911346087249088,1.7385311544037885,-5.489882809761404,-4.8126986779728265,-11.913788083141796,-5.489882809761404,2.5916059978115413
35,2022-06-07,SYN000,2452.3333647479467,BEARISH,-8.313660966049934,near_lower,-0.8025142568688919,MID_BAND_BROKEN,NORMAL,53.0,False,-96.27307317857796,False,falling,NONE,3,False,3878.67,41.91,FALLING,False,False,False,False,2.324846620735932,0.10266780390382202,0.7165202540437843,-0.9329333479825563,-13.652670465978389,-1.0556172526764773,2.324846620735932
36,2022-06-14,SYN000,2469.904830003039,BEARISH,-4.829278965545832,near_lower,-0.14368044289038978,MID_BAND_BROKEN,NORMAL,64.0,False,-83.79494915468413,False,rising,NONE,8,False,3737.62,44.39,FALLING,False,False,False,False,-0.818167491536026,-3.1583426563115857,-1.6377190135896336,-7.460122628275112,-12.635569471004205,-3.1583426563115857,-0.22764245166687624
37,2022-06-21,SYN000,2429.4547289845104,BEARISH,-4.209001212807211,near_lower,-0.004923751630109849,MID_BAND_BROKEN,NORMAL,75.0,False,-88.87894411145292,False,falling,NONE,13,False,3640.81,38.96,FALLING,False,False,False,False,-0.3280985955704474,0.4786242026274312,-5.91934586743662,-12.839521293867639,-13.145915167117007,-5.91934586743662,0.4786242026274312
38,2022-06-28,SYN000,2285.6469008831223,BEARISH,-7.338394953586469,near_lower,-0.4522864451483834,MID_BAND_BROKEN,NORMAL,62.0,False,-96.33676449697028,False,flat,NONE,18,False,3459.58,32.64,FALLING,False,False,False,False,-0.9787604109807835,-1.0362575122377815,-7.355577499153243,-5.5926666316400535,-0.11188959237217189,-7.355577499153243,-0.9787604109807835
39,2022-07-05,SYN000,2117.52437173167,BEARISH,-10.51420237254838,near_lower,-0.5565968294193958,MID_BAND_BROKEN,EXPANDED,82.0,False,-97.89808310568606,False,falling,NONE,23,False,2880.16,20.72,WEAK,False,False,False,False,-1.2214497219133702,-1.6216596719248022,1.9028785758765654,-0.3515284424749354,20.592816119120094,-1.6216596719248022,3.8153450637773423
40,2022-07-12,SYN000,2157.818289340317,BEARISH,-5.43456856855885,below_mid,0.05746755351928743,MID_BAND_BROKEN,EXPANDED,84.0,False,-88.90257300133172,False,rising,NONE,28,False,2351.17,33.62,FALLING,False,False,False,False,-0.9375070760360926,-4.757339230894086,-2.212309455687156,5.8054568895436365,9.149962772566012,-4.757339230894086,-0.35511394501085425
41,2022-07-19,SYN000,2110.0806712886942,BEARISH,-4.063834714197848,below_mid,0.1371902549296176,MID_BAND_BROKEN,EXPANDED,81.0,False,-91.39280287489393,False,falling,NONE,33,False,2308.59,27.91,WEAK,False,False,False,False,4.346931856336123,9.086996683850867,8.199157072430818,21.018229616802774,9.152414217545846,4.346931856336123,9.809036422673545
42,2022-07-26,SYN000,2283.089499882657,BULLISH,5.180188226440133,above_upper,1.1897679859497698,RIDING_UPPER,NORMAL,54.0,False,-66.60344909655613,False,falling,NONE,38,False,2063.34,46.82,NEUTRAL,False,False,False,False,4.96037786340664,6.208247448811055,11.847663966356592,3.160995643649911,4.235395766813865,4.96037786340664,11.847663966356592
43,2022-08-02,SYN000,2553.5822718799254,BULLISH,14.171596915666488,above_upper,1.5439308282990134,RIDING_UPPER,EXPANDED,99.0,False,-23.678403263167088,False,rising,NONE,3,False,2151.77,73.98,STRONG,False,False,False,False,2.4602926698178873,-3.6239511799555424,-7.766517435106735,-9.80498180879803,-9.759517926197192,-7.766517435106735,2.4602926698178873
44,2022-08-09,SYN000,2355.2578595145765,BULLISH,1.3809422635091957,riding,0.5961459338638346,RIDING_UPPER,EXPANDED,95.0,False,-49.97053051999166,False,falling,NONE,8,False,2339.74,62.53,RISING,False,False,False,False,-2.639617934703964,-3.6471343324007477,-2.210113200764252,1.041479016812974,7.978185495587042,-4.617011763289058,-2.2052707768912883
45,2022-08-16,SYN000,2303.2039946494074,BEARISH,-2.7447691936950522,below_mid,0.21604012784656368,MID_BAND_BROKEN,NORMAL,74.0,False,-55.6092767117095,False,flat,NONE,13,False,2004.97,53.53,NEUTRAL,False,False,False,False,-1.2894825664674703,2.237080607618247,3.3250802552341474,0.050406201487152025,16.455731459287605,-1.2894825664674703,5.136790504935296
46,2022-08-23,SYN000,2379.787375913259,BEARISH,-0.4941376972754788,below_mid,0.44026605224278936,MID_BAND_BROKEN,NORMAL,61.0,False,-42.48424336661613,False,falling,NONE,3,False,1954.3,28.53,WEAK,True,False,False,False,1.2521947156881819,-2.9545301258462553,-3.169292533485457,6.865206790589284,10.36723490064244,-4.878711557263882,5.36519283507777
47,2022-08-30,SYN000,2304.3649522956107,BEARISH,-2.6773421810829143,below_mid,0.17672198234484063,MID_BAND_BROKEN,NORMAL,59.0,False,-55.410309160692634,False,rising,NONE,8,False,1930.24,52.35,NEUTRAL,False,False,False,False,3.67085723851992,4.464700440625835,10.362930919971646,16.397060122637043,15.170979845183785,3.67085723851992,10.362930919971646
48,2022-09-06,SYN000,2543.1647004460424,BULLISH,7.779708813492937,above_upper,1.613501663937307,RIDING_UPPER,NORMAL,40.0,False,-14.48426743271103,True,rising,DEVELOPING,4,True,2750.99,76.05,STRONG,False,False,True,True,-3.5973730570338036,3.7902733870622374,5.467532578525813,3.277051732015712,6.403433678509662,-3.5973730570338036,5.467532578525813
49,2022-09-13,SYN000,2682.2130589684984,BULLISH,10.034270417145352,above_upper,1.4910404640657935,RIDING_UPPER,NORMAL,76.0,False,-0.4391117508092376,True,flat,DEVELOPING,9,True,4025.73,86.11,STRONG,False,False,True,True,1.150714463826108,0.6299614583217261,-2.0769243320252984,-1.0533601760744138,-2.0885357126018245,-2.0769243320252984,1.695042631983834
50,2022-09-20,SYN000,2626.5055233100215,BULLISH,4.297825884631303,riding,0.8639504070125384,FIRST_DIP,EXPANDED,82.0,False,-15.909221051280575,True,falling,LATE,14,True,4593.95,80.3,STRONG,False,False,False,False,3.1579572998587935,3.7468097302361336,1.0452736997574208,3.027179701649807,0.18002723549592758,1.0452736997574208,3.7468097302361336
51,2022-09-27,SYN000,2653.959694767857,BULLISH,1.9837888040372702,riding,0.7153641222919461,RIDING_UPPER,NORMAL,60.0,False,-17.471854217638754,True,falling,LATE,19,True,5063.29,70.31,STRONG,False,False,True,True,1.1390290604712972,0.8132384709718554,1.9614039621302481,-1.0461957458782867,-9.865615154289543,0.8070669159428778,2.436836965499589
52,2022-10-04,SYN000,2706.0145653743734,BULLISH,1.5096312647535632,riding,0.803089488040902,RIDING_UPPER,SQUEEZE,10.0,True,-9.087138205474275,True,falling,LATE,24,True,4582.23,40.65,FALLING,True,False,True,True,-1.056276670613876,-3.5039969941941917,-2.9497433255485483,-2.7634964621945257,-7.21262845923738,-3.5039969941941917,-1.056276670613876
53,2022-10-11,SYN000,2626.1940813438714,BEARISH,-1.8943200090100156,near_lower,-0.16898919324788272,MID_BAND_BROKEN,SQUEEZE,3.0,True,-24.577474310966295,False,rising,NONE,29,False,3782.37,26.86,WEAK,False,False,False,False,0.21321377515770568,0.5356882499091054,0.19190764634324786,-8.91266331283459,-11.435324656179857,0.19190764634324786,1.8677333573270394
54,2022-10-18,SYN000,2631.233948593784,BEARISH,-1.4100936868518341,near_lower,-0.03907008593876919,MID_BAND_BROKEN,SQUEEZE,2.0,True,-23.599414122827408,False,falling,NONE,34,False,3801.21,34.9,FALLING,False,False,False,False,-1.9922040402063468,-4.32060935444829,-9.087132057925373,-4.575577931299268,-10.44457699954615,-9.087132057925373,-1.9922040402063468
55,2022-10-25,SYN000,2392.130244932103,BEARISH,-8.61539089000217,near_lower,-0.804633830544268,MID_BAND_BROKEN,SQUEEZE,20.0,True,-73.29339782559974,False,falling,NONE,2,False,3741.06,32.81,FALLING,False,False,False,False,0.49566615176048767,0.7737659251417339,4.9625033603611035,-2.7694973144392288,-0.0024570877618534936,0.49566615176048767,4.9625033603611035
56,2022-11-01,SYN000,2510.8397887210726,BEARISH,-1.7640089647626964,below_mid,0.2765718387203936,MID_BAND_BROKEN,NORMAL,34.0,False,-49.17253961812882,False,rising,NONE,0,False,3551.19,45.1,NEUTRAL,False,False,False,False,-2.6848399433853753,-4.401985625526416,-7.366440802440222,-6.15041615239913,1.8349607966159809,-7.366440802440222,-2.6848399433853753
57,2022-11-08,SYN000,2325.8802620408196,BEARISH,-6.621658110810139,near_lower,-0.2398764562793151,MID_BAND_BROKEN,NORMAL,59.0,False,-97.18194448087881,False,falling,NONE,5,False,3403.09,33.01,FALLING,False,False,False,False,-4.037411487308484,-2.241460170229559,1.312725820507099,2.8458561359348877,18.209175621313012,-4.037411487308484,1.312725820507099
58,2022-11-15,SYN000,2356.4126927947077,BEARISH,-1.9318790928789593,below_mid,0.24383138885921807,MID_BAND_BROKEN,NORMAL,28.999999999999996,False,-74.12872579100099,False,flat,NONE,10,False,3213.74,51.94,NEUTRAL,False,False,False,False,-3.071610431270444,3.1512602113470622,1.513265291217225,8.508697238319463,24.50193266093592,-3.071610431270444,3.1512602113470622
59,2022-11-22,SYN000,2392.071468192607,BULLISH,0.6991289598377316,riding,0.61522864183057,RIDING_UPPER,SQUEEZE,18.0,True,-67.46081877469037,False,flat,NONE,15,False,3187.12,45.67,NEUTRAL,False,False,False,False,0.3991328795587501,-0.8213484264134707,6.891150557549319,14.938199809501217,24.592664048180414,-0.8213484264134707,6.891150557549319
60,2022-11-29,SYN000,2556.91271450994,BULLISH,7.602565152231919,above_upper,1.6711083347903524,RIDING_UPPER,NORMAL,27.0,False,-36.636818493360316,False,rising,NONE,0,False,3252.41,73.56,STRONG,False,False,False,False,4.625850661768727,4.592681030707779,7.528265165056314,14.73912767332397,18.11807671194037,3.651955172110144,7.528265165056314
61,2022-12-06,SYN000,2749.4038836972877,BULLISH,12.019901082946395,above_upper,1.4237762213986802,RIDING_UPPER,EXPANDED,92.0,False,-2.7779633053492923,True,flat,DEVELOPING,5,True,3434.83,76.34,STRONG,False,False,True,True,-0.17104243180384726,3.5741025121674097,6.706015852854086,8.399700234282893,16.44379959665223,-0.17104243180384726,6.706015852854086
62,2022-12-13,SYN000,2933.7793439970137,BULLISH,13.248566277621435,above_upper,1.3643158911411917,RIDING_UPPER,EXPANDED,98.0,False,-1.9459058533825722,True,rising,DEVELOPING,10,True,3381.45,78.37,STRONG,False,False,True,True,-1.7365947510812219,-1.5988173610999024,1.5872435756240533,2.9448969215076115,-2.379117380646323,-3.7612389640497956,1.5872435756240533
63,2022-12-20,SYN000,2980.3455681575915,BULLISH,9.593950732852825,above_upper,1.1975838303456223,RIDING_UPPER,EXPANDED,86.0,False,-2.846881260945611,True,rising,LATE,15,True,3057.97,73.29,STRONG,True,False,True,True,-5.167457793763363,-1.2140886288775965,1.3364407755319219,7.420776390510064,-1.119949360888739,-6.604874912468661,1.3364407755319219
64,2022-12-27,SYN000,3020.176121582208,BULLISH,6.502995273149194,above_upper,1.3246032002421924,RIDING_UPPER,NORMAL,40.0,False,-0.8493537728335501,True,rising,LATE,20,True,2882.13,71.83,STRONG,False,False,True,True,2.1426921079768624,15.560317255465673,6.004094448566044,-5.171712694232267,2.620349099687669,2.1426921079768624,15.560317255465673
65,2023-01-03,SYN000,3201.510348435043,BULLISH,7.348062232526205,above_upper,1.0453075503654865,RIDING_UPPER,EXPANDED,89.0,False,-23.004863756612988,False,falling,NONE,25,False,2474.46,59.18,RISING,False,False,False,False,-4.8833497473361405,-6.879679963166452,-10.542807049987024,-7.950720557399837,0.9401570205612941,-10.542807049987024,-4.8833497473361405
66,2023-01-10,SYN000,2863.981289714169,BEARISH,-5.024508414790872,below_mid,0.08757133060526864,MID_BAND_BROKEN,EXPANDED,81.0,False,-49.4302305267872,False,falling,NONE,30,False,2207.81,52.23,NEUTRAL,False,False,False,False,-5.651959740140811,-5.280232720021649,2.8975719079801676,8.217022594529144,7.6565446392582,-7.835940363222527,2.8975719079801676
67,2023-01-17,SYN000,2946.967207014735,BEARISH,-1.1614693264015474,below_mid,0.42112438537210606,MID_BAND_BROKEN,EXPANDED,97.0,False,-42.93320976733821,False,rising,NONE,0,False,2225.87,48.37,NEUTRAL,False,False,False,False,-0.09785476632578893,5.5365111928153965,5.169656181300453,9.658823655980143,16.483690856560095,-0.09785476632578893,5.5365111928153965
68,2023-01-24,SYN000,3099.3152793930694,BULLISH,2.797994476979885,riding,0.697478381283102,RIDING_UPPER,EXPANDED,90.0,False,-32.39962883107644,False,rising,NONE,5,False,2081.12,63.36,RISING,False,False,False,False,1.9937190188604736,4.116856430442928,4.268500666143549,-0.5179203251330922,13.677246182791869,-0.8129132775123393,4.268500666143549
69,2023-01-31,SYN000,3231.6095727398515,BULLISH,8.035214513923345,above_upper,1.188537754039378,RIDING_UPPER,NORMAL,60.0,False,-23.19627591499662,False,flat,NONE,10,False,2226.17,72.77,STRONG,False,False,False,False,-2.8673414746986037,-11.464080977809065,-4.590476472470096,6.223728262844408,9.401633713898061,-11.464080977809065,-2.8673414746986037
70,2023-02-07,SYN000,3083.2632956211373,BULLISH,2.8277838122797965,riding,0.7334617424459808,CONSOLIDATING,NORMAL,66.0,False,-47.39296865755872,False,rising,NONE,0,False,2217.75,56.72,RISING,False,False,False,False,-3.0830805582070298,10.169605508514934,11.334512882452575,14.269068916048422,10.804066236318288,-3.0830805582070298,11.334512882452575
71,2023-02-14,SYN000,3432.736171063247,BULLISH,9.691264656415905,above_upper,1.453389779787843,RIDING_UPPER,NORMAL,55.00000000000001,False,-7.201006846089354,True,rising,FRESH,3,True,2406.63,50.48,NEUTRAL,False,False,True,True,3.9042921427162147,0.6278481381555068,2.6358008470330985,2.9917095765930046,-0.3157225120571594,0.6278481381555068,3.9042921427162147
72,2023-02-21,SYN000,3523.2162601365435,BULLISH,8.574518632714554,above_upper,1.1433375014156368,RIDING_UPPER,NORMAL,77.0,False,-6.615511738376943,True,rising,DEVELOPING,8,True,3282.27,53.06,NEUTRAL,False,False,True,True,1.681941048984248,-0.9892019465390645,0.3467685998673753,-3.0323189928814664,-3.551067238691308,-0.9892019465390645,1.681941048984248
73,2023-02-28,SYN000,3535.4336678321183,BULLISH,6.0265977965103055,riding,0.9108687494717507,FIRST_DIP,EXPANDED,95.0,False,-7.216637856216844,True,falling,LATE,13,True,5743.66,68.44,RISING,False,False,False,False,-0.8412603736361324,-4.822149316579194,-3.367410470608123,-3.2113575959145324,-1.8880604651092425,-4.822149316579194,-0.8412603736361324
